Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0.0743800263111258,0.106691117253215,0.180426379754356,0.353321504594977,0.954237228416673,12.5752303991022,27.2841323373396,35.3583488293976,40.6614872034417,49.6964937731778,62.530387178076,76.8024942566025,62.1607266355601,83.1604635738118,91.5609287457172,105.922828727228,119.861412809897,126.2764912925,115.02611464423,116.337512554082,115.152264870754
Algeria,DZA,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,35.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.6,..,..,..,..,..
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,16.65253439,25.88638693,31.66966191,20.54032612,29.04765612,29.77962649,18.67907586,5.733522754,4.950161638,2.645511134,0.339163189,4.225988349,1.418301923,4.268953958,3.961800303,1.382446567,2.314524087,3.673827269,4.862990528,5.734333414,3.913043478,4.521764663,8.894585294,3.253684177,2.916406413,4.784976963,6.397714109
Algeria,DZA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,44.1650009155273,44.4469985961914,44.5250015258789,44.8419990539551,45.0779991149902,45.0219993591309,44.9370002746582,44.5670013427734,44.2130012512207,43.8810005187988,43.5730018615723,43.310001373291,43.0769996643066,42.8730010986328,42.6940002441406,42.5390014648438,42.4059982299805,42.2900009155273,42.193000793457,42.1220016479492,42.3619995117188,42.5060005187988,42.681999206543,43.6839981079102,41.5169982910156,41.476001739502,41.4080009460449
Algeria,DZA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,90.13720703125,..,..,..,91.7796401977539,..,93.7673263549805,..,..,..,..,..,..,..,..
Algeria,DZA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.3994241147202,10.3848430043331,11.3718751884779,12.1612348007717,11.3442837385533,10.4541342471272,8.30350170436373,8.02819973789601,9.07260161585846,8.35032411131315,7.0498125987891,..,..,..,..,..,..,..,..,..,..,4.55271688131513,4.50051136369946,4.63593918254888,4.8623620431838,5.41610212251756,5.60536130360169
Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.00181380573993877,0.0180045972918389,0.0175894318308159,0.0172063464894644,0.00475279590799786,0.0162294202751439,0.0397804729898239,0.0582196062956006,0.0593359672349426,0.234027516370306,0.275785459436128,0.316534298881118,1.40723035684962,4.46533977765498,14.8713098094563,41.0393404772955,62.164742850469,80.3576091201664,77.541358517747,92.2856975291098,90.7594397717658,96.7309982374042,99.8984609610959,103.073884200456,110.699326339346,108.417322255621,115.848053881229
American Samoa,ASM,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,1.41148952473131,1.77444794952681,2.31646815821478,2.36437920859499,2.41057686958779,2.54818805627855,2.68331514641956,3.17068874405496,3.46308304793032,3.70605930382467,3.46665304524016,3.55227768662145,3.79657127429806,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100
Andorra,AND,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..,..,..,..,..,..,..,..,..,3.63664390820397,3.38414634146341,3.4095166729112,3.62883493318276,3.67834273678512,3.45571776713344,3.44754331115698,3.41965380945891,3.55140323559298,3.45560468337856,3.70626196443725,3.62609138121815,3.37228280728537,3.22208691219368,3.17685956958166,3.24521127205024,3.20404138265112
Andorra,AND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,1.30756690667029,1.27929671483164,1.25085757135791,4.42443226311668,8.52703542573027,13.3971738150388,22.0089800754576,32.0024856299518,36.0039761431412,43.7014597347827,46.8100900798013,70.90951326829,76.5515975027543,81.8593328007912,85.1995900779099,76.8029703808522,76.5576370422485,76.4237171745874,77.555684495968,77.6635502859667,77.4769200907426,79.1342773679259,83.61334460952,91.4399979490861,98.5132179966615
Angola,AGO,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,52,..,..,..,..,..,..,..,42.7,..,..,..,..,..,..,..,..
Angola,AGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,83.60833333,299.0605002,1379.414274,948.8111888,2671.792072,4145.107647,219.1767212,107.2848215,248.1959024,324.9968716,152.5610225,108.8974361,98.2237177,43.54194725,22.96374444,13.30325336,12.24867552,12.47371341,13.73145114,14.4705412,13.46701535,10.29349433,8.776090933,7.279561541,10.27932672,34.7361593
Angola,AGO,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,78.2610015869141,78.2789993286133,78.2200012207031,78.1520004272461,78.0070037841797,77.8539962768555,77.8470001220703,77.8249969482422,77.7850036621094,77.7320022583008,77.6679992675781,77.6989974975586,77.7210006713867,77.697998046875,77.6620025634766,77.6139984130859,77.6699981689453,77.6910018920898,77.7149963378906,77.7580032348633,77.7839965820313,77.8639984130859,77.8990020751953,77.8899993896484,77.8460006713867,77.7620010375977,77.6760025024414
Angola,AGO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,72.1944885253906,..,..,..,..,..,..,..,..,..,..,..,..,77.4311294555664,..,..
Angola,AGO,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,4.57012373081912,14.2857142857143,2.63157894736842,5.10204081632653,4.52735584722017,3.64628079359054,3.44574999431473,4.37839118384962,6.25937084278895,3.22287577892959,2.89016332100962,3.87310081436431,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0.00820666838061692,0.0131779519858718,0.0139743558655922,0.0224624452162892,0.0467360917215019,0.0633371941932564,0.1504724269936,0.156961980968953,0.441611171844096,0.796692632966151,1.92272100840235,3.92245913168628,8.2399413846036,15.0753126517744,23.6289644664196,31.1283848558463,35.9626780972584,40.2384025319555,49.8510873786287,50.9445034397706,51.1001779344374,52.2002776623555,49.8380415448268,45.121698839185
Antigua and Barbuda,ATG,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,1.121287896,0.771779797,1.402796636,2.407658013,1.993530552,2.030077579,2.098751967,1.787785374,1.416052594,5.333806398,-0.550159996,3.370025402,3.456749672,3.376880443,1.059497824,1.089441574,0.968993459,-0.489437796
Antigua and Barbuda,ATG,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2.51840921063079,2.27015522212665,2.05906402768247,1.82506653268432,1.69020909669166,1.7131724855613,1.62342605314198,1.64215350970704,1.66870579001799,1.68918998939015,1.62410251996863,1.73958013943302,1.81697664710097,1.90610363510851,1.85586104531217,1.79294554744682,1.81883007240883,1.69627141291549,1.59025321185619,2.06815457625543,2.14937558379087,2.23772804284875,2.05774309960256,2.71280194912066,2.68952886852064,2.62762764800006,2.42411286126461
Antigua and Barbuda,ATG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,..,..,..,..,..,1.71894007510446,1.80089787622686,1.87849870383589,10.3872615512459,26.3208269525268,29.3920547397627,44.2874365335126,52.8106491929479,61.1849485026683,96.3553045835994,122.010830444846,122.980707149189,147.702156188499,144.179908314722,177.443720222689,183.879898452763,131.623216260062,116.901782793588,121.406826801517,176.135624430812,178.283133425116
Arab World,ARB,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.451462408,9,9.35975159,9.37034416,5.112598904,6.543790685,4.681306239,3.6011610325,3.41731949,2.6693736905,1.8537903535,1.772204374,1.83299389,2.712592475,3.63228005,3.493685346,3.842341256,4.965976546,11.27066524,2.920897118,3.950078759,4.753163889,4.520361629,3.1926276095,2.670525554,1.696950405,2.76846605
Arab World,ARB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,48.3594985321583,48.4193937447794,48.2702560925028,48.3715088033937,48.6049203193207,48.5129145488747,48.198346960921,47.908262751566,47.5609404087518,47.8706602655896,47.7791041658323,47.463726213956,47.1671251780506,47.2653645575383,47.3402134724154,47.5455730554797,47.7238635344503,48.1518187458326,48.4074946186277,48.4632734636584,48.7871627036126,48.7621803685205,48.8464977540124,49.0633721356295,48.715763874557,48.6500155040832,48.6013264869375
Arab World,ARB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,73.08461,74.56175,75.49942,75.23815,76.04739,76.91028,77.93968,78.72458,79.37666,80.06881,80.61563,81.56403,82.5614,83.49282,84.16476,84.63714,83.15084,83.92297,84.59842,81.85808,82.26961,82.62586,83.70435,84.41675,84.64643,84.79429,84.9456
Arab World,ARB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.5270589644463,10.141748686022,10.1508639920394,10.326823046984,10.1572342739081,10.2243556293084,10.1600325984392,9.94979489264233,10.4414934712775,10.3578085812046,11.4165224560019,13.0990576691663,12.7679171533871,12.5941953643248,11.8668562339567,10.8726860664108,10.3470157426517,10.1266951283773,9.66355339891054,11.00256241489,10.3609375788505,9.39875076818324,9.51253705675046,9.54330493321244,9.80143911163558,10.6570965215415,10.8227744239737
Arab World,ARB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.039410636080275,0.0567858974821948,0.064232595719247,0.0819725549964603,0.105683944208687,0.198590798071889,0.356712296485188,0.61263494915008,0.936523163868251,1.49229100073621,3.17993512556337,5.74838638987044,8.52955879958405,11.601885739105,16.8480647239246,26.8085386140327,38.8730558973497,52.5707346869712,62.9445581812021,76.1395433983716,87.5220717995213,96.3878359557635,102.164823084764,106.743675403699,106.339882936701,104.679476896428,102.180363586798
Argentina,ARG,GINI index (World Bank estimate),SI.POV.GINI,..,46.8,45.5,44.9,45.9,48.9,49.5,49.1,50.7,49.8,51.1,53.3,53.8,50.7,48.3,47.7,46.6,46.3,44.5,43.9,43,42.3,41.2,41,41.4,..,42.4
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2313.964663,171.6716965,24.8999486,10.6114941,4.177347244,3.37611685,0.155695901,0.527258257,0.920336467,-1.16689547,-0.935939412,-1.066635508,25.86849787,13.44284929,4.415717923,9.639399546,10.90112453,8.831412989,8.584013752,6.282774315,10.78011543,9.465686275,10.03025902,10.61943301,..,..,..
Argentina,ARG,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,59.375,59.7330017089844,60.1279983520508,60.3209991455078,60.5660018920898,60.451000213623,60.7400016784668,61.201000213623,61.515998840332,61.5320014953613,61.6720008850098,61.6510009765625,61.2929992675781,61.8289985656738,62.367000579834,62.0499992370605,62.3359985351563,61.5940017700195,60.8580017089844,61.2360000610352,59.7179985046387,60.8380012512207,60.6920013427734,60.4029998779297,59.8610000610352,60,59.9640007019043
Argentina,ARG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,98.3046417236328,..,..,..,..,..,..,..,..,..,98.9166564941406,..,..,..,..,..,..,..,..,..,..,..,..,..,99.3000030517578,..
Argentina,ARG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,26.7897045521809,24.3864490932335,21.8591315586603,18.2399115325496,17.8191034804226,17.246714793819,17.5356582175806,18.2278844085379,17.8379535588517,16.96149871439,16.4943284527386,16.0932352177687,20.3477509757502,22.4867953589893,18.9370136214371,18.340415936715,17.8777938558849,17.0474154518997,16.5383660984547,15.5837772738051,15.8448608064195,15.8506983942663,15.2168009115954,15.0110542553443,14.7727785491821,14.1815854549835,13.6009428617082
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.0366639037359876,0.0753150019831946,0.138433489720489,0.328340630654989,0.697847669064126,1.15844307673703,1.88319025563245,5.60661589007905,7.36960492075541,10.5022425738787,17.5078146225488,17.9917787671695,17.3313517749173,20.4707912388765,34.8898475693579,56.6002038344751,79.6543836290654,101.079671207247,115.170932556764,128.636134343815,138.468978509039,145.768791272145,152.809097635805,158.348927507512,142.466397473426,142.434809806539,145.330506257721
Armenia,ARM,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,36.2,..,35.4,34.8,33,37.5,36,29.7,31.2,29.2,28,30,29.4,29.6,30.6,31.5,32.4,32.5
Armenia,ARM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,3373.474139,175.9513255,18.68118564,13.96076412,8.672486324,0.64824576,-0.790883769,3.145904647,1.060049293,4.721553366,6.961261359,0.642343268,2.892356625,4.407360896,8.949953354,3.406766827,8.181575544,7.651233638,2.5554709,5.793787917,2.980988073,3.726586028,-1.271210454
Armenia,ARM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,59.1669998168945,59.1290016174316,58.9930000305176,58.7709999084473,58.4850006103516,58.1520004272461,57.8040008544922,57.4620018005371,57.1240005493164,56.7830009460449,56.4379997253418,56.2410011291504,56.0499992370605,55.8969993591309,55.8320007324219,55.8800010681152,56.0219993591309,56.2599983215332,56.3530006408691,57.1059989929199,59.5730018615723,60.6160011291504,60.375,60.7709999084473,60.5040016174316,59.8040008544922,59.9010009765625
Armenia,ARM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,99.8072814941406,..,..,..,..,..,..,..,..,..,99.8473968505859,..,..,..,..,..
Armenia,ARM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,30.1530510832837,35.2992847283222,30.4039459685999,21.916314440749,29.1315832145734,24.2660695391682,23.4270856006052,22.4605416005017,19.8891543478551,21.1571148409124,16.8369680443362,15.6777393686141,15.1182002532603,15.3091999859415,13.564622970867,13.5450660799688,10.8478919691658,9.37052219562076,8.84215177305394,8.69324759497474,9.68462338925983,10.5684793343769,9.42475853227752,9.68257531952384,9.66640553649803,9.20617105938632,10.2846499812967
Armenia,ARM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0.00946905434132469,0.159587065276855,0.251907237918039,0.264194078569331,0.569652995776632,0.836017183195084,2.35172782727957,3.79013760327867,6.77558444743939,10.6681103520358,42.5811052898428,63.9746053263218,49.5835940884802,75.8676223367574,134.339110370759,111.671867354806,115.299338427619,115.647644434491,119.025297465436,118.770976533708,117.428480971111
Aruba,ABW,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.836687752,5.555555556,3.87337537,5.21555996,6.311079713,3.361391073,3.225287972,2.999948098,1.869488536,2.280371983,4.044021312,2.883604303,3.315774991,3.657376581,2.529938059,3.395625246,3.608711459,5.39120264,8.957732188,-2.136371573,2.07773902,4.374595795,0.571755528,-2.37226328,0.420998172,0.476485008,-0.893020019
Aruba,ABW,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,99.0264129638672,..,..,..,..,..,..,..,..,..,99.1384124755859,..,..,..,..,..,..
Aruba,ABW,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..,..,..,1.42797144057119,2.58037225042301,2.51012145748988,2.4799416484318,2.78430057027843,3.60041636806418,3.92219425790522,3.87545930345885,3.84825704549641,3.8395524760028,3.74690995883288,3.69850209706411,3.76611511521673,3.84160869759628,3.64994467355396,4.09113163383701,4.10102350136625,4.18876008118992,..,..,..,..,..
Aruba,ABW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0.029310471165824,..,..,2.13883770728549,3.60576923076923,3.98122900843758,6.16428154038292,13.4823886298523,16.5101867852465,57.0518202760016,65.0581101566448,72.1028273395384,99.6475485380354,103.384950665294,108.130355442717,112.21695317131,119.193314455418,126.166796447616,129.636369001367,..,131.608450237383,134.513068506692,134.592225059011,135.133840005367,..
Australia,AUS,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,32.6,..,..,..,..,..,33.5,..,33.5,..,..,..,..,35.4,..,34.7,..,..,..,..,..,..
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.272260054,3.222679913,0.985915493,1.813110181,1.894977169,4.638135783,2.6124197,0.250417362,0.853455454,1.465428277,4.475183076,4.380841121,3.00317105,2.770735241,2.343612335,2.668732782,3.538487339,2.332361516,4.352643242,1.82011224,2.845225682,3.303850156,1.762780156,2.449888641,2.487922705,1.508366722,1.276990945
Australia,AUS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,63.9169998168945,63.2690010070801,62.9679985046387,62.5719985961914,63.076000213623,63.6720008850098,63.6599998474121,63.3009986877441,63.2019996643066,62.9879989624023,63.3600006103516,63.5460014343262,63.6049995422363,63.7879981994629,63.632999420166,64.5390014648438,64.8880004882813,65.3359985351563,65.6159973144531,65.5289993286133,65.5329971313477,65.5530014038086,65.2490005493164,65.0080032348633,64.765998840332,65.0490036010742,64.8929977416992
Australia,AUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,13.8242881262781,12.5985733549799,12.6115249775707,12.9066599303513,13.239304164108,13.1579745514763,12.77618039458,12.3353340860918,12.4947075057346,11.9849758228851,11.5989946418222,11.0079090080963,10.5639285728497,10.8748382519722,10.900879431305,10.3475110489802,9.89385559580564,9.29322809394136,9.20792660263307,8.45242239144498,8.0029774940554,7.36406454728723,7.04262426509888,6.60839621300726,6.36918966070426,6.30706474142163,6.06747151730172
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.08525510563051,1.68747757191837,2.84228227145591,3.90106470232417,6.82222190037241,12.4026767432607,21.8370664774486,24.7893769343349,26.3487176162715,33.4762643478792,44.9075485120323,57.7729503330638,65.0571283229007,72.8386068681014,82.6130218073814,91.012837998186,96.0453894178784,101.495875429138,103.642999906337,102.120424820967,101.71760805032,105.823899937895,106.643418769443,107.728789015672,106.75337346624,108.279330925333,110.052090189742
Austria,AUT,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,29.5,29.8,28.7,29.6,30.6,30.4,31.5,30.3,30.8,30.5,30.8,30.5,30.5,..
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.262322144,3.334348356,4.029762782,3.625805538,2.959065127,2.250099562,1.843557287,1.308321332,0.921274845,0.56240939,2.395185512,2.663440722,1.802101999,1.355541125,2.061228151,2.304765879,1.449618451,2.168599053,3.21592066,0.506312509,1.813535031,3.266938912,2.485675087,2.000157493,1.605805605,0.896567005,0.891590693
Austria,AUT,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,55.9469985961914,56.1699981689453,56.8860015869141,57.1360015869141,58.5359992980957,59.0519981384277,58.5320014953613,58.1949996948242,58.4819984436035,58.6269989013672,58.515998840332,57.9529991149902,58.8359985351563,58.7529983520508,56.8110008239746,58.1049995422363,58.4959983825684,59.3810005187988,59.6539993286133,59.976001739502,59.9580001831055,60.0219993591309,60.2960014343262,60.4339981079102,60.1599998474121,60.0999984741211,60.4280014038086
Austria,AUT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
